id;properties.prefLabel.fi;properties.prefLabel.sv;properties.prefLabel.en;properties.altLabel.fi;properties.altLabel.sv;properties.altLabel.en;properties.avoidableLabel.fi;properties.avoidableLabel.sv;properties.avoidableLabel.en;properties.deprecatedLabel.fi;properties.deprecatedLabel.sv;properties.deprecatedLabel.en;properties.definition.fi;properties.definition.sv;properties.definition.en;properties.note.fi;properties.note.sv;properties.note.en;properties.scopeNote.fi;properties.scopeNote.sv;properties.scopeNote.en;references.status.id;references.broader.id;references.related.id;references.partOf.id
f129b5f1-848d-4445-b6f8-7615c6866c6c;palvelutapahtuma;servicehändelse;;terveydenhuollon palvelutapahtuma;servicehändelse inom hälso- och sjukvården;;;;;;;;terveydenhuollon palvelunantajan ja asiakkaan tai potilaan välinen yksittäisen palvelun järjestäminen tai toteuttaminen sekä siihen ajallisesti ja sisällöllisesti liittyvät tutkimukset, toimenpiteet, konsultaatiot ja yhteydenotot;ordnande eller genomförande av en enskild tjänst mellan en tjänstetillhandahållare inom hälso- och sjukvården och en kund eller patient samt de undersökningar, åtgärder, konsultationer och kontakter som tidsmässigt och innehållsmässigt är kopplade till tjänsten;;Terveydenhuollon tietojärjestelmissä tunnisteilla yksilöitäviä palvelutapahtumia ovat muun muassa hoitojaksot, käynnit ja etäasiointitapahtumat. Palvelutapahtumien perusteella tehdään asiakas- ja potilastietojen kirjauksia ja tallennetaan tietoja Kanta-palveluihin. Lisäksi palvelutapahtumien perusteella seurataan, arvioidaan, laskutetaan ja tilastoidaan terveydenhuollon palvelutoimintaa.;Servicehändelser som är specificerade med identifierare i hälso- och sjukvårdens informationssystem är bland annat vårdperioder, besök och händelser av ärendehantering på distans. Anteckningar av kund- och patientuppgifter och lagring av uppgifter i Kanta-tjänsterna görs utifrån servicehändelser. Man följer också upp, utvärderar, fakturerar och statistikför serviceverksamheten inom hälso- och sjukvården utifrån servicehändelser.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;b15e17d5-d8f8-4f42-9a84-7207b9488c2e|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc|dcb72286-682b-476e-b375-b65f207482f8|a54c14ab-af92-418b-a15b-954c35819b1e|15f7a897-7009-4bf1-aa03-77187bc6090e;c16ec293-631e-48f5-9cb4-50db3e9dba20|ae30b7b9-172b-466b-8ca7-f0f9cdf82cc6
40e818f5-5e1b-4e13-8d06-9ee815781824;etäasiointi;ärendehantering på distans;;;< digital ärendehantering|< elektronisk ärendehantering|~ distanskontakt;;;;;;;;sosiaali- tai terveydenhuollon ammattihenkilön ja asiakkaan tai potilaan tai tarvittaessa tämän edustajan välinen vuorovaikutustilanne ilman lähikontaktia;situation med växelverkan utan närkontakt mellan en yrkesutbildad person inom social- eller hälsovården och en kund eller patient eller vid behov med hans eller hennes företrädare;;Etäasiointi perustuu aina etäyhteyksin tapahtuviin kontakteihin, jotka voivat olla reaaliaikaisia tai ei-reaaliaikaisia ja ovat yleensä lyhytkestoisia.|Etäasiointi ja etäpalvelu ovat eri käsitteitä mutta liittyvät kiinteästi toisiinsa. Käsitettä etäasiointi käytetään tilanteissa, joissa korostetaan palveluihin hakeutumisen ja asioinnin tapoja asiakkaan näkökulmasta (etäyhteyksin tapahtuvat asiointitavat). Silloin kun korostetaan palveluntuottajan näkökulmaa ja sitä, miten sosiaali- ja terveyspalveluja tarjotaan digitaalisten ratkaisujen avulla asiakkaille hyödynnettäviksi, käytetään käsitettä etäpalvelu.;Ärendehantering på distans baserar sig alltid på distanskontakter som sker i realtid eller icke-realtid och som vanligen är kortvariga.|Ärendehantering på distans och distanstjänst är olika begrepp men de har en nära koppling till varandra. Begreppet ärendehantering på distans används i situationer där man betonar hur man söker sig till tjänster och kontakttyper ur kundens synvinkel (kontaktsätt som sker via distansförbindelse). När tjänsteproducentens synvinkel betonas och hur social- och hälsovårdstjänster erbjuds med hjälp av digitala lösningar som kunden kan utnyttja används begreppet distanstjänst.;;Sosiaali- ja terveydenhuolto;Social- och hälsovård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;f129b5f1-848d-4445-b6f8-7615c6866c6c;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|13f86b87-a2c4-4023-9903-ce5f6b827ff8;
d5e77867-aaef-4ca1-9cd5-bbff5845e4f4;hoitojakso;vårdperiod;;;;;;;;;;;ajanjakso, jonka terveydenhuollon asiakas tai potilas on kirjattuna avo- tai osastohoidon saajaksi;tidsperiod, under vilken en patient eller kund inom hälso- och sjukvården är inskriven som mottagare av öppenvård eller avdelningsvård;;Hoitojaksot voivat olla joko avohoitojaksoja tai osastohoitojaksoja. Ne perustuvat aina reaaliaikaisiin lähikontakteihin, jotka voivat olla joko kertaluonteisia tai toistuvia. Hoitojaksot ovat pääsääntöisesti pitkäkestoisia siten, että ne sijoittuvat joko kahden vuorokauden ajalle ja kestävät tällöin vähintään 18 tuntia tai ovat usean vuorokauden mittaisia. Asiakas tai potilas on kirjattuna avo- tai osastohoidon saajaksi yhtäjaksoisesti koko tälle ajalle.|Terveydenhuollon tietojärjestelmissä hoitojaksot ovat eräänlaisia palvelutapahtumia, jotka voivat sisältää useita hoitotapahtumia.;Vårdperioder kan vara antingen perioder inom öppenvård eller avdelningsvård. De baserar sig alltid på närkontakter i realtid och kan vara antingen av engångskaraktär eller återkommande. Vårdperioderna är i regel långvariga på så sätt, att de omfattar antingen två dygn och varar då minst 18 timmar eller är flera dygn långa. Kunden eller patienten är inskriven som mottagare av öppen- eller avdelningsvård utan avbrott för hela denna tid.|I informationssystem inom hälso- och sjukvården är vårdperioder olika former av servicehändelser, som kan innehålla flera vårdhändelser.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;f129b5f1-848d-4445-b6f8-7615c6866c6c;ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc;
f42fb6e9-14a4-4964-a314-8a2206325ae3;avohoitojakso;öppenvårdsperiod;;;period inom öppenvården;;;;;;;;hoitojakso, jonka aikana terveydenhuollon asiakas tai potilas saa hoitoa sairaalan poliklinikalla, avohoidon yksikössä tai omassa kodissaan;vårdperiod, under vilken en patient eller kund inom hälso- och sjukvården får vård på sjukhusets poliklinik, en enhet inom öppenvården eller i sitt eget hem;;Avohoitojakson muodostaa esimerkiksi suunniteltu hoitojakso kotisairaalassa. Kotisairaalahoito korvaa sairaala- tai vuodeosastohoidon. Kotisairaalahoidossa vastuu potilaan hoidosta on lääkärillä. Avohoitojaksoja voivat olla myös hoitojaksot esimerkiksi päiväsairaalassa tai psykiatrian, päihdehuollon tai syöpätautien poliklinikoilla.;En öppenvårdsperiod omfattar till exempel en vårdperiod på hemsjukhus. Vård på hemsjukhus ersätter vård på sjukhus eller vårdavdelning. Vid vård på hemsjukhus ansvarar en läkare för patientens vård. Vårdperioder inom öppenvården kan också vara vårdperioder på till exempel dagsjukhus eller polikliniker inom psykiatri, missbrukarvård eller cancervård.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;d5e77867-aaef-4ca1-9cd5-bbff5845e4f4;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2;
66889c94-baef-4414-9e21-840a87fd2465;osastohoitojakso;vårdperiod på en avdelning;;;;;;;;;;;hoitojakso, jonka aikana terveydenhuollon asiakas tai potilas saa hoitoa sairaalan vuodeosastolla tai muussa hoitolaitoksessa;vårdperiod, under vilken en patient eller kund inom hälso- och sjukvården får vård på sjukhusets vårdavdelning eller någon annan vårdinrättning;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;d5e77867-aaef-4ca1-9cd5-bbff5845e4f4;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2;
62d35ab1-fd37-4185-95a6-b430f1ce248a;hoitotapahtuma;vårdhändelse;;;;;;;;;;;terveydenhuollon asiakkaan tai potilaan tiettyyn palvelutapahtumaan sisältyvä hoidon järjestämisen tai toteuttamisen yksittäinen tapahtuma;enskild händelse för ordnande eller genomförande av vård som ingår i en viss servicehändelse för en patient eller kund inom hälso- och sjukvården;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;f129b5f1-848d-4445-b6f8-7615c6866c6c;1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc;0ad7ac12-049f-4271-ac9b-d5f503ac2c8d|f129b5f1-848d-4445-b6f8-7615c6866c6c
9a54d8c4-31ce-4a16-9522-5aecdc99f9c4;käynti;besök;;avohoitokäynti;öppenvårdsbesök;;;;;;;;vuorovaikutustilanne, jossa terveydenhuollon asiakas tai potilas tulee terveysongelman tai muun terveyteen liittyvän syyn vuoksi terveydenhuollon ammattihenkilön tutkimukseen, ohjaukseen tai hoitoon tai jossa ammattihenkilö menee asiakkaan tai potilaan luo;situation med växelverkan, där en patient eller kund inom hälso- och sjukvården på grund av ett hälsoproblem eller någon annan hälsorelaterad orsak besöker en yrkesutbildad person inom hälso- och sjukvården för undersökning, handledning eller vård eller där en yrkesutbildad person besöker patienten eller kunden;;Käynnit perustuvat aina lyhytkestoisiin ja reaaliaikaisiin lähikontakteihin, jotka voivat olla joko kertaluonteisia tai toistuvia.|Terveydenhuollon tietojärjestelmissä käynnit ovat eräänlaisia palvelutapahtumia, jotka voivat sisältää useita hoitotapahtumia.;Besöken baserar sig alltid på närkontakter i realtid och kan vara antingen av engångskaraktär eller återkommande.|I informationssystem inom hälso- och sjukvården är besöken olika former av servicehändelser, som kan innehålla flera vårdhändelser.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;f129b5f1-848d-4445-b6f8-7615c6866c6c;ae757a93-6bc7-4dd9-adba-2642eeea27fb|5b12b9c4-532d-4ede-9525-0995069bf8a4|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|1ed31eb3-c505-4400-8125-090428de63f2|f9727df6-2de5-499c-8b2b-5b2a118317fc;
61dda0ef-1a99-4609-9eae-d945d5786288;palvelutapahtuman yhteenveto;sammanfattning av en servicehändelse;;;;;;;;;;;yhteenveto, jonka terveydenhuollon ammattihenkilö kirjaa asiakkaan tai potilaan tutkimisesta tai hoidosta potilaskertomukseen palvelutapahtuman aikana tai sen päättyessä;sammanfattning, som en yrkesutbildad person inom hälso- och sjukvården antecknar om undersökning och vård av kunden eller patienten i patientjournalen under servicehändelsen eller när den avslutas;;Väliarvio ja loppuarvio ovat palvelutapahtuman yhteenvetoja.;Mellanvärdering och slutvärdering är exempel på sammanfattning av en servicehändelse.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f129b5f1-848d-4445-b6f8-7615c6866c6c|1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|a5cfcf7b-ff37-439b-8bb4-d73942d0497a;
9fb79630-facb-488c-b5f8-d29e265d46f0;loppuarvio;slutvärdering;;loppuyhteenveto|loppulausunto|> epikriisi;slutbedömning|vårdsammandrag|> epikris;;;;;;;;palvelutapahtuman yhteenveto, johon hoitojakson tai muun pitkäaikaisen hoidon tai kuntoutuksen päättyessä kirjataan kuvaus potilaan hoidon kulusta, lopputuloksesta ja mahdollisista poikkeavuuksista, tiedot potilaan tilasta sekä jatkohoito-ohjeet;sammanfattning av en servicehändelse, där man när en vårdperiod eller annan långvarig vård eller rehabilitering avslutas antecknar en beskrivning av förloppet, slutresultatet och eventuella avvikelser i patientens vård, uppgifter om patientens tillstånd samt anvisningar om fortsatt vård;;Kaikki potilaan hoitoon osallistuvat terveydenhuollon ammattihenkilöt voivat laatia loppuarvion, mutta epikriisin laatii aina lääkäri.;Alla yrkesutbildade personer inom hälso- och sjukvården som deltar i patientens vård kan göra en slutvärdering, men epikrisen ska göras av en läkare.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;61dda0ef-1a99-4609-9eae-d945d5786288;1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f129b5f1-848d-4445-b6f8-7615c6866c6c|d5e77867-aaef-4ca1-9cd5-bbff5845e4f4|830ecc70-dd9b-49d6-b051-72c76afdd10b;
27f39cf0-dc2a-42f3-98d1-53bf281e33de;väliarvio;mellanvärdering;;seurantayhteenveto;mellanbedömning|uppföljningssammanfattning|uppföljningssammandrag;;;;;;;;palvelutapahtuman yhteenveto, johon hoitojakson tai muun pitkäaikaisen hoidon tai kuntoutuksen jatkuessa kirjataan kuvaus potilaan voinnissa ja hoidossa tapahtuneesta oleellisesta kehityksestä tai muutoksesta tulotilanteeseen nähden ja tarvittaessa hoidon jatkosuunnitelma;sammanfattning av en servicehändelse, där man när långvarig vård eller rehabilitering fortsätter antecknar en beskrivning av väsentlig utveckling som har skett i patientens tillstånd eller vård eller förändringar jämfört med ankomstsituationen och vid behov en plan för fortsatt vård;;Väliarvio kirjataan potilaan hoitovastuun siirtyessä tilapäisesti osastolta tai erikoisalalta toiselle saman organisaation sisällä. Lisäksi väliarvio tulee pitkäaikaishoidossa tehdä aina, kun potilaan tilanne oleellisesti muuttuu. Potilasasiakirja-asetuksen (94/2022) mukaan lääkärin tulee tehdä sairaalahoidossa olevan pitkäaikaispotilaan potilasasiakirjoihin vähintään kolmen kuukauden välein hoitojakson alkamisesta seurantayhteenveto riippumatta siitä, onko potilaan tilassa tapahtunut olennaisia muutoksia.;Mellanvärderingen antecknas bland annat när vårdansvaret för en patient tillfälligt överförs från en avdelning eller en specialitet till en annan inom samma organisation. Dessutom ska en mellanvärdering alltid göras vid långtidsvård när det sker väsentliga förändringar i patientens situation. Enligt förordningen om journalhandlingar (94/2022) ska läkaren för en långtidssjuk patient i sjukhusvård med minst tre månaders mellanrum från det att vårdperioden inletts göra ett uppföljningssammandrag oberoende av om väsentliga förändringar har inträffat i patientens tillstånd.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;61dda0ef-1a99-4609-9eae-d945d5786288;ad1f7a55-2d29-4bb4-8b41-b757cbaa98ae|1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f129b5f1-848d-4445-b6f8-7615c6866c6c|d5e77867-aaef-4ca1-9cd5-bbff5845e4f4|830ecc70-dd9b-49d6-b051-72c76afdd10b;
7b2877a1-607f-4a2a-8d99-d89786bf25d1;palvelutarjonta;serviceutbud;;;;;palvelutarjooma|palvelutarjoama;;;palveluvalikoima;tjänsteutbud;;sosiaali- tai terveydenhuollon palvelunantajan tarjoamien sosiaali- tai terveyspalvelujen valikoima;utbud av social- och hälsovårdsservice som en tjänstetillhandahållare inom hälso- och sjukvården erbjuder;;Määritelmään sisältyvä käsite palvelunantaja on yläkäsite, joka kattaa palvelunjärjestäjät ja palveluntuottajat. Kullakin näistä on oman toimintansa mukaisesti määräytyvä ja rajautuva palvelutarjonta.|Palvelunjärjestäjien palvelutarjonnat ovat yleensä laajempia kuin palveluntuottajien, koska palvelunjärjestäjän vastuulla on kaikkien julkisesti rahoitettujen sosiaali- ja terveyspalvelujen järjestäminen toimialueensa asukkaille. Palveluntuottajan palvelutarjontaan kuuluvat ne palvelut, jotka tuottajan on lakisääteisesti tai sopimusten mukaan tuotettava asiakkailleen tai jotka tuottaja on itse valinnut tarjottavaksi asiakkailleen.|Tässä määritellystä palvelutarjonta-käsitteestä tulee erottaa käsite terveydenhuollon palveluvalikoima, joka tarkoittaa julkisin varoin rahoitettujen terveydenhuollon palvelujen kokonaisuutta.;Begreppet tjänstetillhandahållare som ingår i definitionen är ett överordnat begrepp som omfattar tjänsteanordnare och tjänsteproducenter. Var och en av dessa har ett eget serviceutbud som fastställs och avgränsas enligt deras verksamhet.|Tjänsteanordnarna har vanligen ett bredare serviceutbud än tjänsteproducenterna, eftersom tjänsteanordnaren ansvarar för ordnandet av all offentligt finansierad social- och hälsovårdsservice för invånarna på det egna verksamhetsområdet. Till tjänsteproducentens serviceutbud hör de tjänster, som producenten enligt lag eller avtal ska producera till sina kunder och som producenten själv har valt att erbjuda sina kunder.|I denna definition ska begreppet serviceutbud särskiljas från begreppet tjänsteutbudet inom hälso- och sjukvården, som betyder helhet av tjänster inom hälso- och sjukvården som finansieras med offentliga medel.;;Sosiaali- ja terveydenhuolto;Social- och hälsovård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;3adfd50a-9433-4c0b-8851-e5b8270c0268;
a3dabdcf-e8b0-4058-b277-33480c5a7e87;palvelutarve;servicebehov;;palveluntarve;behov av service|behov av tjänster;;;;;;;;asiakkaan todettu tarve saada sellaisia palveluja, jotka asiantuntijan tai ammattihenkilön arvion mukaan tukevat asiakasta;kundens konstaterade behov av sådana tjänster som enligt en sakkunnigs eller en yrkesutbildad persons bedömning stöder kunden;;Sosiaali- ja terveydenhuollossa palvelutarve kohdistuu sosiaalipalveluihin, terveyspalveluihin tai sosiaali- ja terveydenhuollon yhteisiin palveluihin.|Terveydenhuollossa osa palvelutarpeista on terveysongelmista johtuvia hoidon tarpeita.;Inom social- och hälsovården är servicebehovet inriktat på socialservice, hälso- och sjukvårdstjänster eller socialvårdens och hälso- och sjukvårdens gemensamma service.|Inom hälso- och sjukvården är en del av servicebehoven vårdbehov som beror på hälsoproblem.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;3adfd50a-9433-4c0b-8851-e5b8270c0268;
60809772-5603-4471-825c-26ed3669df0d;hoidon tarve;vårdbehov;;hoidontarve;behov av vård;;;;;;;;terveydenhuollon asiakkaan tai potilaan palvelutarve, jonka syynä ovat asiakkaalla tai potilaalla todetut tai hänen kokemansa  terveysongelmat, joita pyritään ennaltaehkäisemään, ratkaisemaan tai lievittämään hoidon ja ohjauksen avulla;servicebehov hos en patient eller kund inom hälso- och sjukvården, vilket har orsakats av konstaterade eller upplevda hälsoproblem hos kunden eller patienten och som man försöker förebygga, lösa eller lindra med hjälp av vård eller handledning;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;a3dabdcf-e8b0-4058-b277-33480c5a7e87;ae757a93-6bc7-4dd9-adba-2642eeea27fb|5b12b9c4-532d-4ede-9525-0995069bf8a4|1ed31eb3-c505-4400-8125-090428de63f2|f9727df6-2de5-499c-8b2b-5b2a118317fc;
3c8cf675-ecc8-4af7-829b-8adfdecfab51;potilastietojärjestelmä;patientdatasystem;;;patientinformationssystem;;;;;;;;tietojärjestelmä, joka on tarkoitettu potilastietojen tallentamiseen ja käsittelyyn;datasystem som är avsett för lagring och behandling av patientuppgifter;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;fb2eced2-b34b-432c-b173-3be5f1313e54;
65a192d1-2cb3-4f66-b465-f5d275aa6308;potilastietorekisteri;patientdataregister;;potilasrekisteri;register över patientuppgifter|patientregister;;;;;;;;potilastietoa sisältävä henkilörekisteri;personregister som innehåller patientuppgifter;;Potilastietorekisteriin sisältyvät potilastiedot ovat kyseisistä tiedoista vastaavan palvelunantajan (rekisterinpitäjän) käytettävissä tietoteknisesti varmistetun asiakas- tai hoitosuhteen tai muun asiakkaan tai potilaan terveyspalvelun järjestämiseen ja toteuttamiseen liittyvän tehtävän perusteella. Potilastietojen luovutus potilastietorekisteristä muille palvelunantajille tai toimijoille edellyttää aina joko lainsäädännössä säädettyä perustetta tai terveydenhuollon asiakkaan tai potilaan antamaa luovutuslupaa tai suostumusta.;Patientuppgifter som ingår i patientdataregister kan användas av den tjänstetillhandahållare som ansvarar för ifrågavarande uppgifter (den personuppgiftsansvarige) utifrån en kund- eller vårdrelation eller någon annan uppgift för ordnande och genomförande av kundens eller patientens hälso- och sjukvårdstjänster, vilket har säkerställts datatekniskt. För utlämning av patientuppgifter från ett patientdataregister till andra tjänstetillhandahållare eller aktörer krävs alltid antingen en lagstadgad grund eller ett tillstånd för utlämnande eller samtycke som har getts av kunden eller patienten.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;;
e5c1bb0d-ff67-4f1b-8a85-68c414e0a2e2;riskitiedot;riskuppgifter;;;riskinformation;;;;;;;;potilastiedot, joiden huomiotta jättäminen voi aiheuttaa erityisen riskin terveydenhuollon asiakkaan tai potilaan tai terveydenhuollon henkilökunnan terveydelle;patientuppgifter som om de inte beaktas kan utgöra en särskild hälsorisk hos patienten eller kunden inom hälso- och sjukvården eller hälso- och sjukvårdspersonalen;;Riskitiedot ilmaisevat potilasta hoitavalle ammattihenkilölle, että hoitoa täytyy mahdollisesti toteuttaa tavanomaisesta poikkeavalla tavalla.|Riskitietoja ovat esimerkiksi tiedot potilaan lääkeallergioista, harvinaissairauksista, itsetuhoisuudesta tai väkivaltaisuudesta. Riskitiedot voivat olla kriittisiä tai hoidossa huomioitavia. Kriittisten riskitietojen huomiotta jättäminen voi aiheuttaa välittömän hengenvaaran.;Riskuppgifter meddelar till en yrkesutbildad person som vårdar patienten, att vården eventuellt måste genomföras på ett sätt som avviker från det normala.|Riskuppgifter är till exempel uppgifter om patientens läkemedelsallergier, sällsynta sjukdomar, självdestruktivitet eller våldsamhet. Riskuppgifter kan vara kritiska eller sådana som ska beaktas i vården. Riskuppgifter som lämnas obeaktade kan orsaka omedelbar livsfara.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc|fb2eced2-b34b-432c-b173-3be5f1313e54;a5cfcf7b-ff37-439b-8bb4-d73942d0497a
10b6f2a3-46ee-4bef-91f3-318bf0b99b1f;rokotustiedot;vaccinationsuppgifter;;;;;;;;;;;potilastiedot, jotka terveydenhuollon ammattihenkilö kirjaa terveydenhuollon asiakkaalle tai potilaalle annetusta rokotteesta ja siitä, mitä vastaan rokote on annettu sekä rokotteen antamiseen liittyvät tiedot;patientuppgifter, som en yrkesutbildad person inom hälso- och sjukvården antecknar om ett vaccin som har getts till patienten eller kunden inom hälso- och sjukvården och om vad vaccinet har getts emot samt uppgifter förknippade med administreringen av vaccinet;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;fb2eced2-b34b-432c-b173-3be5f1313e54|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;a5cfcf7b-ff37-439b-8bb4-d73942d0497a
606b01c6-89ef-4011-88cd-4a8499a3b12e;sosiaali- ja terveydenhuolto;social- och hälsovård;;;;;;;;;;;sosiaalihuollon ja terveydenhuollon muodostama kokonaisuus;helhet som utgörs av socialvården och hälso- och sjukvården;;Sosiaali- ja terveydenhuolto on sosiaaliturvan osa.|Sosiaali- ja terveydenhuollossa toimii sosiaali- ja terveyspalvelujen järjestäjiä ja tuottajia. Sosiaali- ja terveydenhuollon toimijat voivat olla joko julkisia tai yksityisiä.|Sosiaalihuollosta ja terveydenhuollosta säädetään suurelta osin erillisillä säädöksillä. Käytettäessä termiä sosiaali- ja terveydenhuolto viitataan sosiaalihuoltoon, terveydenhuoltoon sekä sosiaali- ja terveydenhuollon yhteisiin palveluihin.;Social- och hälsovården är en del av den sociala tryggheten.|Inom social- och hälsovården finns det de som ordnar social- och hälsovårdstjänster och producenter av social- och hälsovårdstjänster. Aktörerna inom social- och hälsovården kan vara antingen offentliga eller privata.|Bestämmelser om socialvård och hälso- och sjukvård utfärdas till stor del genom särskilda författningar. När termen social- och hälsovård används hänvisar man till socialvården och hälso- och sjukvården samt till socialvårdens och hälso- och sjukvårdens gemensamma service som omfattas av dem.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;;
